session_id;answered_at;attempt_order;italian_word;clue_language;clue_column;clue;user_answer;is_correct;task_attempt_number;is_first_try_correct;example
20260720_140727;2026-07-20T14:13:28;15;Corso;Türkçe;Türkçesi;Kurs / Ders;corso;True;1;True;Sto seguendo un corso di italiano online
20260720_140727;2026-07-20T14:13:33;16;Vorrei;Türkçe;Türkçesi;İsterdim / istiyorum;vorrei;True;1;True;Vorrei un biglietto per roma
20260720_140727;2026-07-20T14:13:37;17;Indicare;İngilizce;İngilizcesi;To indicate / To point out;indicare;True;1;True;Puoi indicarmi la strada per la stazione
20260720_140727;2026-07-20T14:13:41;18;Domani;Türkçe;Türkçesi;Yarın;domani;True;1;True;Ti passo a prendere domani alle 19.00
20260720_140727;2026-07-20T14:13:47;19;Diverso;İngilizce;İngilizcesi;Different/various;diverso;True;1;True;
20260720_140727;2026-07-20T14:13:52;20;Essere;İngilizce;İngilizcesi;To be;essere;True;1;True;Sono uno studente
20260720_140727;2026-07-20T14:13:57;21;Assenza;Türkçe;Türkçesi;Yokluk / Bulunmama;assenza;True;2;False;Durante la mia assenza, nessuno ha chiamato
20260720_140727;2026-07-20T14:15:31;22;Ciao;İngilizce;İngilizcesi;hi;ciao;True;1;True;
20260720_140727;2026-07-20T14:15:39;23;Due anni fa;Türkçe;Türkçesi;İki yıl önce;due anni fa;True;1;True;Ho iniziato a studiare italiano due anni fa
20260720_140727;2026-07-20T14:15:45;24;Prendere;Türkçe;Türkçesi;Almak/Binmek;prendere;True;1;True;Prendo l’autobus ogni mattina
20260720_140727;2026-07-20T14:15:52;25;Presente;Türkçe;Türkçesi;Mevcut / Şimdiki / Hazır bulunan;present;False;1;False;Oggi tutti gli studenti sono presenti
20260720_140727;2026-07-20T14:16:02;26;Sbagliato;Türkçe;Türkçesi;Yanlış / Hatalı;sbagliotto;False;1;False;Ho scritto il numero sbagliato
20260720_140727;2026-07-20T14:16:08;27;Felice;İngilizce;İngilizcesi;Happy;felice;True;1;True;Sono felice quando viaggio con la mia ragazza
20260720_140727;2026-07-20T14:16:15;28;Ricevere;İngilizce;İngilizcesi;To recieve;ricevere;True;1;True;Ho ricevuto un messaggio dalla mia ragazza
20260720_140727;2026-07-20T14:16:19;29;Durante;İngilizce;İngilizcesi;During;durante;True;1;True;Durante il viaggio ho fatto molte fotografie
20260720_140727;2026-07-20T14:16:28;30;Presente;Türkçe;Türkçesi;Mevcut / Şimdiki / Hazır bulunan;presente;True;2;False;Oggi tutti gli studenti sono presenti
20260720_140727;2026-07-20T14:16:36;31;Volere;Türkçe;Türkçesi;İstemek;voglio;False;1;False;Voglio imparare l’italiano
20260720_140727;2026-07-20T14:16:47;32;Vivere;Türkçe;Türkçesi;Yaşamak;vivere;True;1;True;Suo fratello adesso vive a Londra
20260720_140727;2026-07-20T14:16:54;33;Difficile;Türkçe;Türkçesi;Zor;difficile;True;1;True;Parlare italiano non e difficile
20260720_140727;2026-07-20T14:17:06;34;Ricevere;Türkçe;Türkçesi;Almak/ Teslim almak;ricevere;True;1;True;Ho ricevuto un messaggio dalla mia ragazza
20260720_140727;2026-07-20T14:17:12;35;Oggi;İngilizce;İngilizcesi;Today;oggi;True;1;True;Lo faro entro oggi
20260720_140727;2026-07-20T14:17:16;36;Iniziare;İngilizce;İngilizcesi;To start/to begin;iniziare;True;1;True;Voglio iniziare a studiare italiano oggi
20260720_140727;2026-07-20T14:17:24;37;Azione;Türkçe;Türkçesi;Aksiyon;azzione;False;1;False;Ti piacciono i film d’azione
20260720_140727;2026-07-20T14:17:33;38;Sbagliato;İngilizce;İngilizcesi;Wrong/Incorrect;sbaglito;False;1;False;Ho scritto il numero sbagliato
20260720_140727;2026-07-20T14:17:40;39;Cambiare;İngilizce;İngilizcesi;To change;cambiare;True;1;True;Voglio cambiare la mia vita
20260720_140727;2026-07-20T14:17:46;40;Presente;İngilizce;İngilizcesi;Present / Current;presente;True;1;True;Oggi tutti gli studenti sono presenti
20260720_140727;2026-07-20T14:17:49;41;Fare;İngilizce;İngilizcesi;To do/ to make;fare;True;1;True;Nel tempo libero faccio fotografie
20260720_140727;2026-07-20T14:18:10;42;Cortese;Türkçe;Türkçesi;Kibar/Nazik;cortese;True;1;True;Il cameriere e molto cortese
20260720_140727;2026-07-20T14:18:17;43;Dovere;Türkçe;Türkçesi;Zorunda olmak;dovere;True;1;True;Devo studiare oggi
20260720_140727;2026-07-20T14:18:21;44;Vita;Türkçe;Türkçesi;Hayat;vita;True;1;True;Ha avuto una vita difficile, tra Mattie e problemi familiari
20260720_140727;2026-07-20T14:18:25;45;Andare;Türkçe;Türkçesi;Gitmek;andare;True;1;True;Voglio andare in Italia
20260720_140727;2026-07-20T14:18:29;46;Corso;İngilizce;İngilizcesi;Course / Class;corso;True;1;True;Sto seguendo un corso di italiano online
20260720_140727;2026-07-20T14:18:33;47;Vivere;İngilizce;İngilizcesi;To live;vivere;True;1;True;Suo fratello adesso vive a Londra
20260720_140727;2026-07-20T14:18:36;48;Parlare;İngilizce;İngilizcesi;To speak;parlare;True;1;True;Parlo italiano con i miei amici
20260720_140727;2026-07-20T14:18:44;49;Mezzo di trasporto;Türkçe;Türkçesi;Ulaşım Aracı;mezzo di trasporta;False;1;False;Il treno e’ il mio mezzo di trasporto preferito
20260720_140727;2026-07-20T14:18:55;50;Anno;Türkçe;Türkçesi;Yıl;anno;True;1;True;Quest’anno voglio andare in Italia
20260720_140727;2026-07-20T14:19:03;51;Dormire;Türkçe;Türkçesi;Uyumak;dormire;True;1;True;Di solito dormo otto ore ogni note
20260720_140727;2026-07-20T14:19:17;52;Potere;Türkçe;Türkçesi;Yapabilmek;potere;True;1;True;Posso parlare un podi italiano
20260720_140727;2026-07-20T14:19:21;53;Felice;Türkçe;Türkçesi;Mutlu;felice;True;1;True;Sono felice quando viaggio con la mia ragazza
20260720_140727;2026-07-20T14:19:26;54;Domani;İngilizce;İngilizcesi;Tomorrow;domani;True;1;True;Ti passo a prendere domani alle 19.00
20260720_140727;2026-07-20T14:19:31;55;Vita;İngilizce;İngilizcesi;Life;vita;True;1;True;Ha avuto una vita difficile, tra Mattie e problemi familiari
20260720_140727;2026-07-20T14:19:44;56;Fare;Türkçe;Türkçesi;Yapmak;fare;True;1;True;Nel tempo libero faccio fotografie
20260720_140727;2026-07-20T14:19:49;57;Qualcosa;İngilizce;İngilizcesi;Something;qualcosa;True;1;True;Vorrei mangiare qualcosa
20260720_140727;2026-07-20T14:19:52;58;Ieri;İngilizce;İngilizcesi;Yesterday;ieri;True;1;True;Ieri e stata una bella giornata
20260720_140727;2026-07-20T14:20:09;59;Azione;Türkçe;Türkçesi;Aksiyon;azione;True;2;False;Ti piacciono i film d’azione
20260720_140727;2026-07-20T14:20:13;60;Strada;İngilizce;İngilizcesi;Road / Street / Way;strada;True;1;True;Questa strada porta alla stazione
20260720_140727;2026-07-20T14:20:20;61;Trovare;Türkçe;Türkçesi;Bulmak;trovare;True;1;True;Non riesco a trovare le mie chiavi
20260720_140727;2026-07-20T14:20:32;62;Prendere;İngilizce;İngilizcesi;To take/to get;prendere;True;1;True;Prendo l’autobus ogni mattina
20260720_140727;2026-07-20T14:20:41;63;Tra/Fra due anni;Türkçe;Türkçesi;İki yıl sonra;Tra/Fra due anni;True;1;True;Tra due anni voglio vivere in Italia
20260720_140727;2026-07-20T14:20:45;64;Sogno;İngilizce;İngilizcesi;Dream;sogno;True;1;True;Il mio sogno e vivere in Italia
20260720_140727;2026-07-20T14:20:49;65;Tempo;Türkçe;Türkçesi;Zaman;tempo;True;1;True;Non ho molto tempo per studiare oggi
20260720_140727;2026-07-20T14:20:56;66;Assenza;İngilizce;İngilizcesi;Absence;assenza;True;1;True;Durante la mia assenza, nessuno ha chiamato
20260720_140727;2026-07-20T14:21:00;67;Avere;İngilizce;İngilizcesi;To have;avere;True;1;True;Ho una macchina fotografica
20260720_140727;2026-07-20T14:21:04;68;Settimana;İngilizce;İngilizcesi;Week;settimana;True;1;True;Questa settimana studio italiano ogni girono
20260720_140727;2026-07-20T14:21:11;69;Facile;Türkçe;Türkçesi;Kolay;facile;True;1;True;Questo esercizio e’ facile
20260720_140727;2026-07-20T14:21:14;70;Senza;Türkçe;Türkçesi;-Sız/ -siz;senza;True;1;True;Non posso vivere senza la mia famiglia
20260720_140727;2026-07-20T14:21:18;71;Vorrei;İngilizce;İngilizcesi;I’d like;vorrei;True;1;True;Vorrei un biglietto per roma
20260720_140727;2026-07-20T14:21:29;72;Dopo;İngilizce;İngilizcesi;After/Later;dopo;True;1;True;Dopo il lavoro, torno a casa
20260720_140727;2026-07-20T14:21:34;73;Sapere;İngilizce;İngilizcesi;To know;sapere;True;1;True;Non so parlare bene italiano
20260720_140727;2026-07-20T14:21:39;74;A Domani;İngilizce;İngilizcesi;See you tomorrow;a domani;True;1;True;E stato bello vederti. A domani!
20260720_140727;2026-07-20T14:21:48;75;Tra/Fra due anni;İngilizce;İngilizcesi;In two years;Tra/Fra due anni;True;1;True;Tra due anni voglio vivere in Italia
20260720_140727;2026-07-20T14:21:53;76;Rendere;İngilizce;İngilizcesi;To make/To render;rendere;True;1;True;Voglio rendere felice la mia ragazza
20260720_140727;2026-07-20T14:22:02;77;Anno;İngilizce;İngilizcesi;Year;anno;True;1;True;Quest’anno voglio andare in Italia
20260720_140727;2026-07-20T14:22:05;78;Mese;İngilizce;İngilizcesi;Month;mese;True;1;True;Questo mese studio molto italiano
20260720_140727;2026-07-20T14:22:09;79;Senza;İngilizce;İngilizcesi;Without;senza;True;1;True;Non posso vivere senza la mia famiglia
20260720_140727;2026-07-20T14:22:15;80;Cambiare;Türkçe;Türkçesi;Değiştirmek / Değişmek;cambiare;True;1;True;Voglio cambiare la mia vita
20260720_140727;2026-07-20T14:22:19;81;Fine Settimana;İngilizce;İngilizcesi;Weekend;fine settimana;True;1;True;Questo fine settimana voglio viaggiare con la mia ragazza
20260720_140727;2026-07-20T14:22:23;82;Trovare;İngilizce;İngilizcesi;To find;;False;1;False;Non riesco a trovare le mie chiavi
20260720_140727;2026-07-20T14:22:37;83;Giorno;Türkçe;Türkçesi;Gün;giorno;True;1;True;Studio italiano ogni giorno
20260720_140727;2026-07-20T14:22:41;84;Difficile;İngilizce;İngilizcesi;Difficult/Hard;difficile;True;1;True;Parlare italiano non e difficile
20260720_140727;2026-07-20T14:22:46;85;Prima;Türkçe;Türkçesi;Önce/Daha önce;prima;True;1;True;Prima di dormire, studio italiano
20260720_140727;2026-07-20T14:22:49;86;Dopo;Türkçe;Türkçesi;Sonra;dopo;True;1;True;Dopo il lavoro, torno a casa
20260720_140727;2026-07-20T14:22:53;87;Tempo;İngilizce;İngilizcesi;Time;tempo;True;1;True;Non ho molto tempo per studiare oggi
20260720_140727;2026-07-20T14:22:58;88;Azione;İngilizce;İngilizcesi;Action;azione;True;1;True;Ti piacciono i film d’azione
20260720_140727;2026-07-20T14:23:08;89;A Domani;Türkçe;Türkçesi;Yarın Görüşürüz;a domani;True;1;True;E stato bello vederti. A domani!
20260720_140727;2026-07-20T14:23:14;90;Potere;İngilizce;İngilizcesi;Can/ to be able to;potere;True;2;False;Posso parlare un podi italiano
20260720_140727;2026-07-20T14:23:17;91;Altro;İngilizce;İngilizcesi;Other / Another / More;altro;True;1;True;Vorrei un altro caffe, per favore
20260720_140727;2026-07-20T14:23:25;92;Sbagliato;Türkçe;Türkçesi;Yanlış / Hatalı;sbagliota;False;2;False;Ho scritto il numero sbagliato
20260720_140727;2026-07-20T14:23:33;93;Ieri;Türkçe;Türkçesi;Dün;ieri;True;1;True;Ieri e stata una bella giornata
20260720_140727;2026-07-20T14:23:40;94;Bisogno;Türkçe;Türkçesi;İhtiyaç;bisogno;True;1;True;Ho bisogno di più tempo per studiare
20260720_140727;2026-07-20T14:24:14;95;Portare;İngilizce;İngilizcesi;To bring / To carry / To take;portare;True;1;True;Porto sempre la macchina fotografica con me
20260720_140727;2026-07-20T14:24:21;96;Strada;Türkçe;Türkçesi;Yol / Cadde / Sokak;strada;True;1;True;Questa strada porta alla stazione
20260720_140727;2026-07-20T14:24:25;97;Dormire;İngilizce;İngilizcesi;To sleep;dormire;True;1;True;Di solito dormo otto ore ogni note
20260720_140727;2026-07-20T14:24:29;98;Trovare;İngilizce;İngilizcesi;To find;trovare;True;2;False;Non riesco a trovare le mie chiavi
20260720_140727;2026-07-20T14:24:33;99;Bisogno;İngilizce;İngilizcesi;Need;bisogno;True;1;True;Ho bisogno di più tempo per studiare
20260720_140727;2026-07-20T14:24:44;100;Adesso;Türkçe;Türkçesi;Şimdi;adesso;True;1;True;Adesso non posso parlare
20260720_140727;2026-07-20T14:24:55;101;Cortese;İngilizce;İngilizcesi;Polite/ Courteous;cortese;True;1;True;Il cameriere e molto cortese
20260720_140727;2026-07-20T14:24:59;102;Iniziare;Türkçe;Türkçesi;Başlamak;iniziare;True;1;True;Voglio iniziare a studiare italiano oggi
20260720_140727;2026-07-20T14:25:04;103;Qualcosa;Türkçe;Türkçesi;Bir şey;qualcosa;True;1;True;Vorrei mangiare qualcosa
20260720_140727;2026-07-20T14:25:08;104;Indicare;Türkçe;Türkçesi;Göstermek / Belirtmek;indicaree;False;1;False;Puoi indicarmi la strada per la stazione
20260720_140727;2026-07-20T14:25:12;105;Andare;İngilizce;İngilizcesi;To go;andare;True;1;True;Voglio andare in Italia
20260720_140727;2026-07-20T14:25:20;106;Settimana;Türkçe;Türkçesi;Hafta;settimana;True;1;True;Questa settimana studio italiano ogni girono
20260720_140727;2026-07-20T14:25:23;107;Sogno;Türkçe;Türkçesi;Hayal;sogno;True;1;True;Il mio sogno e vivere in Italia
20260720_140727;2026-07-20T14:25:30;108;Indicare;Türkçe;Türkçesi;Göstermek / Belirtmek;indicare;True;2;False;Puoi indicarmi la strada per la stazione
20260720_140727;2026-07-20T14:25:35;109;Volere;İngilizce;İngilizcesi;To want;volere;True;1;True;Voglio imparare l’italiano
20260720_140727;2026-07-20T14:25:51;110;Portare;Türkçe;Türkçesi;Getirmek / Taşımak / Götürmek;portare;True;1;True;Porto sempre la macchina fotografica con me
20260720_140727;2026-07-20T14:25:54;111;Adesso;İngilizce;İngilizcesi;Now;adesso;True;1;True;Adesso non posso parlare
20260720_140727;2026-07-20T14:26:00;112;Prima;İngilizce;İngilizcesi;Before/Earlier;prima;True;1;True;Prima di dormire, studio italiano
20260720_140727;2026-07-20T14:26:03;113;Essere;Türkçe;Türkçesi;Olmak;essere;True;1;True;Sono uno studente
20260720_140727;2026-07-20T14:26:17;114;Mezzo di trasporto;Türkçe;Türkçesi;Ulaşım Aracı;mezzo di trasporta;False;2;False;Il treno e’ il mio mezzo di trasporto preferito
20260720_140727;2026-07-20T14:26:32;115;Rendere;Türkçe;Türkçesi;Hale getirmek;rendere;True;1;True;Voglio rendere felice la mia ragazza
20260720_140727;2026-07-20T14:26:39;116;Sbagliato;İngilizce;İngilizcesi;Wrong/Incorrect;sbagliato;True;2;False;Ho scritto il numero sbagliato
20260720_140727;2026-07-20T14:26:42;117;Giorno;İngilizce;İngilizcesi;Day;;False;1;False;Studio italiano ogni giorno
20260720_140727;2026-07-20T14:26:47;118;Benvenuto;İngilizce;İngilizcesi;Welcome;benvenuto;True;1;True;Benvenuto a casa nostra
20260720_140727;2026-07-20T14:26:52;119;Sapere;Türkçe;Türkçesi;Bilmek;sapere;True;1;True;Non so parlare bene italiano
20260720_140727;2026-07-20T14:26:57;120;Giorno;İngilizce;İngilizcesi;Day;giorno;True;2;False;Studio italiano ogni giorno
20260720_140727;2026-07-20T14:27:04;121;Mezzo di trasporto;Türkçe;Türkçesi;Ulaşım Aracı;mezzo di trasporto;True;3;False;Il treno e’ il mio mezzo di trasporto preferito
20260720_140727;2026-07-20T14:27:10;122;Sbagliato;Türkçe;Türkçesi;Yanlış / Hatalı;sbagliato;True;3;False;Ho scritto il numero sbagliato
20260720_140727;2026-07-20T14:27:33;123;Avere;Türkçe;Türkçesi;Sahip olmak;avere;True;1;True;Ho una macchina fotografica
20260720_140727;2026-07-20T14:27:37;124;Ciao;Türkçe;Türkçesi;Merhaba;benvenuto;False;1;False;
20260720_140727;2026-07-20T14:27:48;125;Volere;Türkçe;Türkçesi;İstemek;volere;True;2;False;Voglio imparare l’italiano
20260720_140727;2026-07-20T14:27:53;126;Ciao;Türkçe;Türkçesi;Merhaba;ciao;True;2;False;
20260720_140727;2026-07-20T14:28:01;127;Mezzo di trasporto;İngilizce;İngilizcesi;Transportation;mezzo di trasporto;True;2;False;Il treno e’ il mio mezzo di trasporto preferito
20260720_140727;2026-07-20T14:28:06;128;Benvenuto;Türkçe;Türkçesi;Hoş geldin;benvenuto;True;1;True;Benvenuto a casa nostra
20260720_140727;2026-07-20T14:28:10;129;Oggi;Türkçe;Türkçesi;Bugün;oggi;True;1;True;Lo faro entro oggi
