session_id;answered_at;attempt_order;italian_word;clue_language;clue_column;clue;user_answer;is_correct;task_attempt_number;is_first_try_correct;example
20260722_050644;2026-07-22T05:10:30;31;Mattina;Türkçe;Türkçesi;Sabah;mattina;True;1;True;Ogni mattina bevo un caffe
20260722_050644;2026-07-22T05:10:34;32;Sono di;İngilizce;İngilizcesi;I am from;sono di;True;2;False;Sono di Lüleburgaz ma vivo a edirne
20260722_050644;2026-07-22T05:10:39;33;İl più;Türkçe;Türkçesi;En / En Çok;İl più;True;3;False;Questo esercizio e il più difficile
20260722_050644;2026-07-22T05:10:42;34;Quando;Türkçe;Türkçesi;Ne zaman / -dığında;quando;True;1;True;Quando vuoi mangiare e dove
20260722_050644;2026-07-22T05:10:47;35;Arrivare;Türkçe;Türkçesi;Varmak / Ulaşmak;arrivare;True;1;True;Arrivo alla stazione alle nove
20260722_050644;2026-07-22T05:10:51;36;Mi dispiace;İngilizce;İngilizcesi;I’m sorry;mi dispiace;True;1;True;Mi dispiace, oggi non posso venire
20260722_050644;2026-07-22T05:10:54;37;Solo;Türkçe;Türkçesi;Sadece / Yalnız;solo;True;1;True;Oggi sono solo a casa
20260722_050644;2026-07-22T05:10:59;38;Generalmente;Türkçe;Türkçesi;Genellikle;generalmente;True;1;True;Generalmente studio italiano la sera
20260722_050644;2026-07-22T05:11:03;39;Sono di;Türkçe;Türkçesi;….liyim / … denim;sono di;True;1;True;Sono di Lüleburgaz ma vivo a edirne
20260722_050644;2026-07-22T05:11:08;40;Mi piace;İngilizce;İngilizcesi;I like;mi piace;True;2;False;Mi piace fare fotografie quando viaggiare
20260722_050644;2026-07-22T05:11:11;41;Quando;İngilizce;İngilizcesi;When;quando;True;1;True;Quando vuoi mangiare e dove
20260722_050644;2026-07-22T05:11:15;42;Lavorare;Türkçe;Türkçesi;Çalışmak;lavorare;True;2;False;Vorrei lavorare nel settore dei dati
20260722_050644;2026-07-22T05:11:23;43;Perche;Türkçe;Türkçesi;Neden / Çünkü;perche;True;1;True;Studio italiano perche andare in Italia
20260722_050644;2026-07-22T05:11:27;44;Perche;İngilizce;İngilizcesi;Why / Because;perche;True;1;True;Studio italiano perche andare in Italia
20260722_050644;2026-07-22T05:11:31;45;Cosi cosi;İngilizce;İngilizcesi;So-so;cosi cosi;True;1;True;Come stai? Cosi cosi
20260722_050644;2026-07-22T05:11:34;46;Arrivare;İngilizce;İngilizcesi;Arrive;arrivare;True;1;True;Arrivo alla stazione alle nove
20260722_050644;2026-07-22T05:11:38;47;Mano;İngilizce;İngilizcesi;Hand;mano;True;2;False;Con la chitarra in mano
20260722_050644;2026-07-22T05:11:40;48;Bere;İngilizce;İngilizcesi;To drink;bere;True;1;True;Bevo molta acqua durante il giorno
